DATE,CUSIP,ISIN,SEDOL,NAME,TICKER,MARKET_VALUE_LOCAL,MARKET_VALUE_BASE,FUND_WEIGHT,SHARES_HELD,COUPON,MATURITY_DATE,SECTOR,COUNTRY
10/31/2019,J9427E105,JP3045540006,6723839,UNITED URBAN INVESTMENT CORP REIT JPY,8960,"161,998.57","1,498.53",0.0179,1,,1/1/1900,Real Estate,JAPAN
10/31/2019,J01219104,JP3126470008,B0ZGMK6,ALPEN CO LTD COMMON STOCK JPY,3028,"161,759.72","1,496.32",0.0178,94,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J34899104,JP3284600008,6496324,KOITO MANUFACTURING CO LTD COMMON STOCK JPY,7276,"161,927.80","1,497.88",0.0178,28,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,16141A103,CA16141A1030,B8S8C94,CHARTWELL RETIREMENT RESIDENCES UNIT CAD 0,CSH.UN,"1,949.07","1,482.91",0.0177,132,,1/1/1900,Health Care,CANADA
10/31/2019,K4001S214,DK0010272632,4501093,GN STORE NORD A/S COMMON STOCK DKK 4,,"9,959.35","1,487.45",0.0177,34,,1/1/1900,Health Care,DENMARK
10/31/2019,Q19884107,AU000000CTX1,6161503,CALTEX AUSTRALIA LTD COMMON STOCK AUD 0,CTX,"2,142.27","1,475.91",0.0176,79,,1/1/1900,Energy,AUSTRALIA
10/31/2019,H0178Q159,CH0024590272,B11TD81,ALSO HOLDING AG COMMON STOCK CHF 1,ALSN,"1,454.52","1,474.05",0.0176,10,,1/1/1900,Information Technology,SWITZERLAND
10/31/2019,J81023111,JP3455200000,6870520,TAKASAGO THERMAL ENGINEERING CO LTD COMMON STOCK,1969,"158,431.63","1,465.53",0.0175,81,,1/1/1900,Industrials,JAPAN
10/31/2019,Q0604U105,AU000000ASX7,6129222,ASX LTD COMMON STOCK AUD 0,ASX,"2,129.40","1,467.05",0.0175,26,,1/1/1900,Financials,AUSTRALIA
10/31/2019,J84764117,JP3598600009,6895200,TOHO CO LTD/TOKYO COMMON STOCK JPY,9602,"158,504.17","1,466.21",0.0175,36,,1/1/1900,Communication Services,JAPAN
10/31/2019,H84391103,CH0011178255,4498816,TAMEDIA AG COMMON STOCK CHF 10,TAMN,"1,441.78","1,461.14",0.0174,16,,1/1/1900,Communication Services,SWITZERLAND
10/31/2019,G2R438119,GB00BV9FP302,BV9FP30,COMPUTACENTER PLC COMMON STOCK GBP 7.5555,,"1,131.04","1,463.57",0.0174,83,,1/1/1900,Information Technology,UNITED KINGDOM
10/31/2019,J03864105,JP3797000001,6075723,HIROSHIMA BANK LTD/THE COMMON STOCK JPY,8379,"157,964.53","1,461.21",0.0174,283,,1/1/1900,Financials,JAPAN
10/31/2019,J82270117,JP3544000007,6880507,TEIJIN LTD COMMON STOCK JPY,3401,"158,286.55","1,464.19",0.0174,73,,1/1/1900,Materials,JAPAN
10/31/2019,Q9239H108,AU000000PPT9,6682394,PERPETUAL LTD COMMON STOCK AUD 0,PPT,"2,104.85","1,450.14",0.0173,59,,1/1/1900,Financials,AUSTRALIA
10/31/2019,J0535K109,JP3226450009,6289784,CAWACHI LTD COMMON STOCK JPY,2664,"156,619.85","1,448.78",0.0173,71,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,D11648108,DE0005909006,5117381,BILFINGER SE COMMON STOCK EUR 0,,"1,300.69","1,451.11",0.0173,43,,1/1/1900,Industrials,GERMANY
10/31/2019,W53033101,SE0000549412,B12W4C0,KUNGSLEDEN AB COMMON STOCK SEK 0.42,,"14,027.28","1,455.97",0.0173,160,,1/1/1900,Real Estate,SWEDEN
10/31/2019,J77497170,JP3405400007,6858731,SUMITOMO HEAVY INDUSTRIES LTD COMMON STOCK JPY,6302,"156,177.52","1,444.68",0.0172,46,,1/1/1900,Industrials,JAPAN
10/31/2019,W9112U112,SE0007100607,BXDZ9V6,SVENSKA HANDELSBANKEN AB COMMON STOCK SEK 1.55,,"13,934.33","1,446.33",0.0172,144,,1/1/1900,Financials,SWEDEN
10/31/2019,17039A106,CA17039A1066,BBX46Q3,CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST,CHP.UN,"1,898.62","1,444.53",0.0172,137,,1/1/1900,Real Estate,CANADA
10/31/2019,A63700115,AT0000609607,4019950,PORR AG COMMON STOCK EUR 0,,"1,290.33","1,439.55",0.0172,61,,1/1/1900,Industrials,AUSTRIA
10/31/2019,J05250139,JP3209000003,6178967,CASIO COMPUTER CO LTD COMMON STOCK JPY,6952,"156,142.14","1,444.36",0.0172,88,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J4189T101,JP3268950007,6782090,MEDIPAL HOLDINGS CORP COMMON STOCK JPY,7459,"155,896.20","1,442.08",0.0172,63,,1/1/1900,Health Care,JAPAN
10/31/2019,J38933107,JP3965400009,6518808,LION CORP COMMON STOCK JPY,4912,"154,901.85","1,432.88",0.0171,68,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,A11123105,AT0000730007,B1WVF68,ANDRITZ AG COMMON STOCK EUR 0,,"1,289.95","1,439.13",0.0171,32,,1/1/1900,Industrials,AUSTRIA
10/31/2019,B0414S106,BE0003874915,B281L72,FAGRON COMMON STOCK EUR 0,,"1,289.32","1,438.42",0.0171,76,,1/1/1900,Health Care,BELGIUM
10/31/2019,J82442112,JP3539300008,6880864,TAYCA CORP COMMON STOCK JPY,4027,"154,063.19","1,425.13",0.017,72,,1/1/1900,Materials,JAPAN
10/31/2019,Q9479K100,AU000000VOC6,B3WS5W9,VOCUS GROUP LTD COMMON STOCK AUD 0,VOC,"2,074.74","1,429.39",0.017,625,,1/1/1900,Communication Services,AUSTRALIA
10/31/2019,05577W200,CA05577W2004,B9B3FG1,BRP INC COMMON STOCK CAD,DOO,"1,873.52","1,425.43",0.017,32,,1/1/1900,Consumer Discretionary,CANADA
10/31/2019,J57333106,JP3678000005,6642923,NISSHINBO HOLDINGS INC COMMON STOCK JPY,3105,"154,567.45","1,429.79",0.017,170,,1/1/1900,Industrials,JAPAN
10/31/2019,Q48886107,AU000000IGO4,6439567,INDEPENDENCE GROUP NL COMMON STOCK AUD 0,IGO,"2,069.10","1,425.51",0.017,325,,1/1/1900,Materials,AUSTRALIA
10/31/2019,G5960R100,GB00B8HX8Z88,B8HX8Z8,MEDICLINIC INTERNATIONAL PLC COMMON STOCK GBP 10,,"1,100.87","1,424.52",0.017,301,,1/1/1900,Health Care,UNITED KINGDOM
10/31/2019,J90268103,JP3596200000,6897466,TOTO LTD COMMON STOCK JPY,5332,"153,704.90","1,421.81",0.0169,35,,1/1/1900,Industrials,JAPAN
10/31/2019,E4866U210,ES0134950F36,B1PQHS6,FAES FARMA SA COMMON STOCK EUR 0.1,,"1,267.98","1,414.62",0.0169,246,,1/1/1900,Health Care,SPAIN
10/31/2019,81783Q105,CA81783Q1054,BRK0MM4,SEVEN GENERATIONS ENERGY LTD COMMON STOCK CAD,VII,"1,859.40","1,414.69",0.0169,252,,1/1/1900,Energy,CANADA
10/31/2019,D345XT105,DE000A12DM80,BYT9340,SCOUT24 AG COMMON STOCK EUR,,"1,267.56","1,414.16",0.0169,23,,1/1/1900,Communication Services,GERMANY
10/31/2019,97535P104,CA97535P1045,2972851,WINPAK LTD COMMON STOCK CAD 0,WPK,"1,854.24","1,410.77",0.0168,40,,1/1/1900,Materials,CANADA
10/31/2019,G1858L107,IE00BWY4ZF18,BWY4ZF1,CAIRN HOMES PLC COMMON STOCK EUR 0.001,,"1,265.06","1,411.37",0.0168,"1,089",,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,R8T572100,NO0010751910,BZ12WQ9,SPAREBANK 1 OESTLANDET COMMON STOCK NOK 50,,"12,925.07","1,407.78",0.0168,145,,1/1/1900,Financials,NORWAY
10/31/2019,J80851116,JP3460000007,6870906,TAKARA STANDARD CO LTD COMMON STOCK JPY,7981,"151,587.78","1,402.23",0.0167,79,,1/1/1900,Industrials,JAPAN
10/31/2019,98462Y100,CA98462Y1007,2219279,YAMANA GOLD INC COMMON STOCK CAD 0,YRI,"1,844.55","1,403.39",0.0167,383,,1/1/1900,Materials,CANADA
10/31/2019,T5R27Z118,IT0003027817,4783211,IREN SPA COMMON STOCK EUR 1,,"1,253.94","1,398.96",0.0167,451,,1/1/1900,Utilities,ITALY
10/31/2019,J21903109,JP3842400008,6683591,HOKUHOKU FINANCIAL GROUP INC COMMON STOCK JPY,8377,"151,311.90","1,399.68",0.0167,142,,1/1/1900,Financials,JAPAN
10/31/2019,J7607Z104,JP3431900004,6546359,SOHGO SECURITY SERVICES CO LTD COMMON STOCK JPY,2331,"151,621.53","1,402.54",0.0167,26,,1/1/1900,Industrials,JAPAN
10/31/2019,J84377100,JP3627000007,6893884,TODA CORP COMMON STOCK JPY,1860,"150,834.19","1,395.26",0.0166,221,,1/1/1900,Industrials,JAPAN
10/31/2019,B9774V120,BE0003763779,5710360,WAREHOUSES DE PAUW CVA REIT EUR 0,,"1,251.23","1,395.93",0.0166,8,,1/1/1900,Real Estate,BELGIUM
10/31/2019,J2856K106,JP3385980002,6470986,JSR CORP COMMON STOCK JPY,4185,"150,451.13","1,391.71",0.0166,73,,1/1/1900,Materials,JAPAN
10/31/2019,H60147107,CH0002168083,B0KJTG5,PANALPINA WELTTRANSPORT HOLDING AG COMMON STOCK,PWTN,"1,371.57","1,389.99",0.0166,6,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,Q38992105,NZFAPE0001S2,6340250,FISHER & PAYKEL HEALTHCARE CORP LTD COMMON STOCK,FPH,"2,171.01","1,392.27",0.0166,113,,1/1/1900,Health Care,NEW ZEALAND
10/31/2019,J56988108,JP3670800006,6641588,NISSAN CHEMICAL CORP COMMON STOCK JPY,4021,"150,604.18","1,393.13",0.0166,34,,1/1/1900,Materials,JAPAN
10/31/2019,J49603103,JP3660900006,6622356,NICHIIGAKKAN CO LTD COMMON STOCK JPY,9792,"149,592.13","1,383.77",0.0165,81,,1/1/1900,Health Care,JAPAN
10/31/2019,D62318148,DE0006969603,5064722,PUMA SE COMMON STOCK EUR 0,,"1,241.14","1,384.68",0.0165,18,,1/1/1900,Consumer Discretionary,GERMANY
10/31/2019,26153P104,CA26153P1045,BMJJVS6,DREAM OFFICE REAL ESTATE INVESTMENT TRUST REIT CAD,D.UN,"1,820.91","1,385.41",0.0165,62,,1/1/1900,Real Estate,CANADA
10/31/2019,J1096P107,JP3311530004,BK0S445,CYBERDYNE INC COMMON STOCK JPY,7779,"150,050.38","1,388.01",0.0165,215,,1/1/1900,Health Care,JAPAN
10/31/2019,E6451E105,ES0139140174,BD0PJ08,INMOBILIARIA COLONIAL SOCIMI SA REIT EUR 2.5,,"1,237.62","1,380.75",0.0165,107,,1/1/1900,Real Estate,SPAIN
10/31/2019,E0008Z109,ES0125220311,5579107,ACCIONA SA COMMON STOCK EUR 1,,"1,237.59","1,380.72",0.0165,13,,1/1/1900,Utilities,SPAIN
10/31/2019,J17129107,JP3805010000,B1TK1Y8,FUKUOKA FINANCIAL GROUP INC COMMON STOCK JPY,8354,"149,330.27","1,381.34",0.0165,71,,1/1/1900,Financials,JAPAN
10/31/2019,M7065M104,IL0006430156,6621966,NAPHTHA ISRAEL PETROLEUM CORP LTD COMMON STOCK ILS,NFTA,"4,847.08","1,375.62",0.0164,245,,1/1/1900,Energy,ISRAEL
10/31/2019,Y7237M104,HK1881037571,B1VMDH9,REGAL REAL ESTATE INVESTMENT TRUST REIT HKD 0,1881,"10,810.70","1,379.32",0.0164,"5,812",,1/1/1900,Real Estate,HONG KONG
10/31/2019,N7752F148,NL0000360618,B156T57,SBM OFFSHORE NV COMMON STOCK EUR 0.25,,"1,230.06","1,372.31",0.0164,80,,1/1/1900,Energy,NETHERLANDS
10/31/2019,249906108,CA2499061083,2141941,DESCARTES SYSTEMS GROUP INC/THE COMMON STOCK CAD 0,DSG,"1,813.55","1,379.81",0.0164,35,,1/1/1900,Information Technology,CANADA
10/31/2019,J04725107,JP3830000000,6146500,BROTHER INDUSTRIES LTD COMMON STOCK JPY,6448,"149,073.72","1,378.97",0.0164,73,,1/1/1900,Information Technology,JAPAN
10/31/2019,W72479103,SE0000195810,4152651,BURE EQUITY AB COMMON STOCK SEK 6.6,,"13,286.86","1,379.12",0.0164,89,,1/1/1900,Financials,SWEDEN
10/31/2019,3.38E+206,CA33767E2024,BJMKSJ5,FIRSTSERVICE CORP COMMON STOCK CAD,FSV,"1,810.27","1,377.31",0.0164,16,,1/1/1900,Real Estate,CANADA
10/31/2019,Y9299W103,SG1S83002349,6916844,UOL GROUP LTD COMMON STOCK SGD 0,U14,"1,863.02","1,368.91",0.0163,239,,1/1/1900,Real Estate,SINGAPORE
10/31/2019,D6T479107,DE000SHL1006,BD594Y4,SIEMENS HEALTHINEERS AG COMMON STOCK EUR,,"1,228.40","1,370.47",0.0163,32,,1/1/1900,Health Care,GERMANY
10/31/2019,G0756R109,IE00BD1RP616,BD1RP61,BANK OF IRELAND GROUP PLC COMMON STOCK EUR 1,,"1,223.74","1,365.26",0.0163,284,,1/1/1900,Financials,IRELAND
10/31/2019,J0156Q112,JP3429800000,6014908,ANA HOLDINGS INC COMMON STOCK JPY,9202,"148,171.37","1,370.62",0.0163,40,,1/1/1900,Industrials,JAPAN
10/31/2019,X44785107,FI0009000202,4490005,KESKO OYJ COMMON STOCK EUR 0,,"1,223.82","1,365.36",0.0163,21,,1/1/1900,Consumer Staples,FINLAND
10/31/2019,L8882U106,LU0075646355,5258246,SUBSEA 7 SA COMMON STOCK NOK 2,,"12,451.35","1,356.18",0.0162,145,,1/1/1900,Energy,NORWAY
10/31/2019,Y4722Z120,SG1U68934629,B1VQ5C0,KEPPEL CORP LTD COMMON STOCK SGD 0,BN4,"1,850.97","1,360.06",0.0162,270,,1/1/1900,Industrials,SINGAPORE
10/31/2019,961148509,CA9611485090,2956662,GEORGE WESTON LTD COMMON STOCK CAD 0,WN,"1,791.11","1,362.74",0.0162,17,,1/1/1900,Consumer Staples,CANADA
10/31/2019,J14112106,JP3820000002,6356365,FUJI ELECTRIC CO LTD COMMON STOCK JPY,6504,"147,348.64","1,363.01",0.0162,42,,1/1/1900,Industrials,JAPAN
10/31/2019,W90152120,SE0000112724,B1VVGZ5,SVENSKA CELLULOSA AB SCA COMMON STOCK SEK 3.33,,"12,999.17","1,349.26",0.0161,132,,1/1/1900,Materials,SWEDEN
10/31/2019,R9590N107,NO0005806802,B1XCHJ7,VEIDEKKE ASA COMMON STOCK NOK 0.5,,"12,403.67","1,350.99",0.0161,124,,1/1/1900,Industrials,NORWAY
10/31/2019,J46625117,JP3925600003,6602745,MORITA HOLDINGS CORP COMMON STOCK JPY,6455,"145,623.55","1,347.06",0.0161,80,,1/1/1900,Industrials,JAPAN
10/31/2019,Q8068F100,AU000000RWC7,BD1DM79,RELIANCE WORLDWIDE CORP LTD COMMON STOCK AUD,RWC,"1,966.30","1,354.68",0.0161,467,,1/1/1900,Industrials,AUSTRALIA
10/31/2019,G1214R111,GB00B3FLWH99,B3FLWH9,BODYCOTE PLC COMMON STOCK GBP 17.273,,"1,043.04","1,349.70",0.0161,146,,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,F42674113,FR0011726835,BJYRDP5,GAZTRANSPORT ET TECHNIGAZ SA COMMON STOCK EUR 0.01,,"1,213.50","1,353.84",0.0161,15,,1/1/1900,Energy,FRANCE
10/31/2019,M52635105,IL0005850180,6410700,HAREL INSURANCE INVESTMENTS & FINANCIAL SERVICES,HARL,"4,747.28","1,347.30",0.0161,169,,1/1/1900,Financials,ISRAEL
10/31/2019,433406105,JP3792600003,6428305,HINO MOTORS LTD COMMON STOCK JPY,7205,"146,074.73","1,351.23",0.0161,142,,1/1/1900,Industrials,JAPAN
10/31/2019,J12506101,JP3505900005,B1GVJ73,DUSKIN CO LTD COMMON STOCK JPY,4665,"145,679.29","1,347.57",0.0161,50,,1/1/1900,Industrials,JAPAN
10/31/2019,J93192102,JP3531800005,6906760,TSUGAMI CORP COMMON STOCK JPY,6101,"145,321.00","1,344.26",0.016,143,,1/1/1900,Industrials,JAPAN
10/31/2019,V93368104,SG1K25001639,6915120,UNITED ENGINEERS LTD COMMON STOCK SGD 0,U04,"1,823.90","1,340.17",0.016,688,,1/1/1900,Real Estate,SINGAPORE
10/31/2019,J49119100,JP3738600000,6619604,NGK SPARK PLUG CO LTD COMMON STOCK JPY,5334,"145,135.22","1,342.54",0.016,65,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,Q8461Y102,AU000000SWM4,6949431,SEVEN WEST MEDIA LTD COMMON STOCK AUD 0,SWM,"1,943.13","1,338.72",0.016,"4,858",,1/1/1900,Communication Services,AUSTRALIA
10/31/2019,J08906109,JP3298000005,BYSJJ43,COSMO ENERGY HOLDINGS CO LTD COMMON STOCK JPY,5021,"144,783.13","1,339.28",0.016,62,,1/1/1900,Energy,JAPAN
10/31/2019,D53768129,DE0006602006,4557104,GEA GROUP AG COMMON STOCK EUR 0,,"1,202.72","1,341.82",0.016,44,,1/1/1900,Industrials,GERMANY
10/31/2019,G0060R118,GB00B6774699,B677469,ABCAM PLC COMMON STOCK GBP 0.2,,"1,034.79","1,339.02",0.016,89,,1/1/1900,Health Care,UNITED KINGDOM
10/31/2019,W1R95C111,SE0000191827,B1TJ338,ATRIUM LJUNGBERG AB COMMON STOCK SEK 2.5,,"12,930.88","1,342.17",0.016,67,,1/1/1900,Real Estate,SWEDEN
10/31/2019,W3287P115,SE0012673267,BJXSCH4,EVOLUTION GAMING GROUP AB COMMON STOCK SEK 0.003,,"12,897.54","1,338.71",0.016,56,,1/1/1900,Consumer Discretionary,SWEDEN
10/31/2019,D9540Z106,DE000WCH8881,B11Y568,WACKER CHEMIE AG COMMON STOCK EUR 0,,"1,198.27","1,336.85",0.0159,17,,1/1/1900,Materials,GERMANY
10/31/2019,Q1892D102,AU000000BWP3,6127453,BWP TRUST REIT AUD 0,BWP,"1,936.04","1,333.83",0.0159,467,,1/1/1900,Real Estate,AUSTRALIA
10/31/2019,N13107144,NL0012866412,BG0SCK9,BE SEMICONDUCTOR INDUSTRIES NV COMMON STOCK EUR,,"1,195.80","1,334.09",0.0159,36,,1/1/1900,Information Technology,NETHERLANDS
10/31/2019,W2R936106,SE0007691613,BYSXJB2,DOMETIC GROUP AB COMMON STOCK SEK,,"12,844.67","1,333.22",0.0159,144,,1/1/1900,Consumer Discretionary,SWEDEN
10/31/2019,Y83191109,HK0000063609,B67C2G0,SWIRE PROPERTIES LTD COMMON STOCK HKD 0,1972,"10,401.10","1,327.06",0.0158,421,,1/1/1900,Real Estate,HONG KONG
10/31/2019,J81625105,JP3471800007,6871028,TAMRON CO LTD COMMON STOCK JPY,7740,"143,233.21","1,324.95",0.0158,60,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,M39713108,IL0003870198,6308009,ALROV PROPERTIES AND LODGINGS LTD COMMON STOCK ILS,ALRPR,"4,659.18","1,322.30",0.0158,30,,1/1/1900,Real Estate,ISRAEL
10/31/2019,T53246103,IT0005322612,BF0VLX7,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA REIT EUR,,"1,189.42","1,326.98",0.0158,206,,1/1/1900,Real Estate,ITALY
10/31/2019,Q0015N229,AU000000ABP9,6565707,ABACUS PROPERTY GROUP REIT AUD 0,ABP,"1,921.05","1,323.51",0.0158,493,,1/1/1900,Real Estate,AUSTRALIA
10/31/2019,H50430232,CH0025751329,B18ZRK2,LOGITECH INTERNATIONAL SA COMMON STOCK CHF 0.25,,"1,310.01","1,327.60",0.0158,32,,1/1/1900,Information Technology,SWITZERLAND
10/31/2019,J82958109,JP3547800007,6884231,TENMA CORP COMMON STOCK JPY,7958,"142,024.76","1,313.77",0.0157,72,,1/1/1900,Materials,JAPAN
10/31/2019,Y9553V106,HK0020000177,6981488,WHEELOCK & CO LTD COMMON STOCK HKD 0,20,"10,308.04","1,315.19",0.0157,212,,1/1/1900,Real Estate,HONG KONG
10/31/2019,M2756V109,IL0008290103,6266301,DELEK AUTOMOTIVE SYSTEMS LTD COMMON STOCK ILS 1,DLEA,"4,635.22","1,315.50",0.0157,338,,1/1/1900,Consumer Discretionary,ISRAEL
10/31/2019,Q0344G101,AU000000AMP6,6709958,AMP LTD COMMON STOCK AUD 0,AMP,"1,909.43","1,315.50",0.0157,"1,041",,1/1/1900,Financials,AUSTRALIA
10/31/2019,Q9858A103,AU000000WOR2,6562474,WORLEY LTD COMMON STOCK AUD 0,WOR,"1,910.67","1,316.36",0.0157,140,,1/1/1900,Energy,AUSTRALIA
10/31/2019,J97272124,JP3955000009,6986427,YOKOGAWA ELECTRIC CORP COMMON STOCK JPY,6841,"141,332.96","1,307.37",0.0156,71,,1/1/1900,Information Technology,JAPAN
10/31/2019,G57991104,JE00BJ1DLW90,BJ1DLW9,MAN GROUP PLC/JERSEY COMMON STOCK GBP 0.03428571,,"1,014.57","1,312.86",0.0156,707,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,Q0269M109,AU000000AWC3,6954985,ALUMINA LTD COMMON STOCK AUD 0,AWC,"1,902.48","1,310.72",0.0156,838,,1/1/1900,Materials,AUSTRALIA
10/31/2019,J29739109,JP3215800008,6483360,KANEKA CORP COMMON STOCK JPY,4118,"141,492.20","1,308.84",0.0156,39,,1/1/1900,Materials,JAPAN
10/31/2019,J30255129,JP3229400001,6483746,KANSAI PAINT CO LTD COMMON STOCK JPY,4613,"141,655.86","1,310.35",0.0156,54,,1/1/1900,Materials,JAPAN
10/31/2019,J29438165,JP3219000001,6482668,KAMIGUMI CO LTD COMMON STOCK JPY,9364,"141,111.80","1,305.32",0.0156,58,,1/1/1900,Industrials,JAPAN
10/31/2019,J79389102,JP3441200007,6869959,TAIKISHA LTD COMMON STOCK JPY,1979,"140,328.88","1,298.08",0.0155,40,,1/1/1900,Industrials,JAPAN
10/31/2019,675222103,CA6752221037,B1Z7L21,OCEANAGOLD CORP COMMON STOCK CAD,OGC,"1,706.97","1,298.72",0.0155,540,,1/1/1900,Materials,CANADA
10/31/2019,G8251T108,GB00BYZDVK82,BYZDVK8,SOFTCAT PLC COMMON STOCK GBP 0.0005,,"1,008.33","1,304.77",0.0155,107,,1/1/1900,Information Technology,UNITED KINGDOM
10/31/2019,W3994A104,SE0005594728,BHBFFY1,HEMBLA AB COMMON STOCK SEK 0.16,,"12,538.08","1,301.40",0.0155,58,,1/1/1900,Real Estate,SWEDEN
10/31/2019,Q91932162,AU000000CWY3,BYQ8KW7,CLEANAWAY WASTE MANAGEMENT LTD COMMON STOCK AUD 0,CWY,"1,888.04","1,300.77",0.0155,"1,023",,1/1/1900,Industrials,AUSTRALIA
10/31/2019,G0R4HJ106,IE00BF0L3536,BF0L353,AIB GROUP PLC COMMON STOCK EUR 0.625,,"1,167.95","1,303.03",0.0155,407,,1/1/1900,Financials,IRELAND
10/31/2019,E2116H880,ES0113679I37,5474008,BANKINTER SA COMMON STOCK EUR 0.3,,"1,167.18","1,302.17",0.0155,188,,1/1/1900,Financials,SPAIN
10/31/2019,W16021102,SE0000862997,7240371,BILLERUDKORSNAS AB COMMON STOCK SEK 7.38,,"12,555.03","1,303.16",0.0155,108,,1/1/1900,Materials,SWEDEN
10/31/2019,J24393100,JP3046500009,B24HH65,INDUSTRIAL & INFRASTRUCTURE FUND INVESTMENT CORP,3249,"140,786.24","1,302.31",0.0155,1,,1/1/1900,Real Estate,JAPAN
10/31/2019,G7S8MZ109,GB00BGXQNP29,BGXQNP2,PHOENIX GROUP HOLDINGS PLC COMMON STOCK GBP 10,,996.76,"1,289.81",0.0154,142,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,H0482P863,CH0015251710,7520794,BANQUE CANTONALE VAUDOISE COMMON STOCK CHF 10,BCVN,"1,271.94","1,289.02",0.0154,2,,1/1/1900,Financials,SWITZERLAND
10/31/2019,J04032108,JP3194600007,6657983,BANK OF OKINAWA LTD/THE COMMON STOCK JPY,8397,"139,722.88","1,292.47",0.0154,38,,1/1/1900,Financials,JAPAN
10/31/2019,73927C100,CA73927C1005,2697864,POWER FINANCIAL CORP COMMON STOCK CAD 0,PWF,"1,699.42","1,292.98",0.0154,55,,1/1/1900,Financials,CANADA
10/31/2019,J72208101,JP3358200008,6804035,SHIMAMURA CO LTD COMMON STOCK JPY,8227,"138,510.90","1,281.26",0.0153,15,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,W2256G106,SE0007158829,BYZG7C1,COOR SERVICE MANAGEMENT HOLDING AB COMMON STOCK,,"12,378.13","1,284.80",0.0153,150,,1/1/1900,Industrials,SWEDEN
10/31/2019,J37372109,JP3272400007,6498007,KROSAKI HARIMA CORP COMMON STOCK JPY,5352,"139,015.16","1,285.93",0.0153,24,,1/1/1900,Materials,JAPAN
10/31/2019,Q5921Q109,AU000000MPL3,BRTNNQ5,MEDIBANK PVT LTD COMMON STOCK AUD,MPL,"1,854.22","1,277.46",0.0152,549,,1/1/1900,Financials,AUSTRALIA
10/31/2019,F2940H113,FR0010242511,B0NJJ17,ELECTRICITE DE FRANCE SA COMMON STOCK EUR 0.5,,"1,145.96","1,278.49",0.0152,124,,1/1/1900,Utilities,FRANCE
10/31/2019,M2102C102,IL0011238503,B5MTMX6,CARASSO MOTORS LTD COMMON STOCK ILS 0.001,CRSO,"4,498.49","1,276.69",0.0152,275,,1/1/1900,Consumer Discretionary,ISRAEL
10/31/2019,G0609C101,GB00B132NW22,B132NW2,ASHMORE GROUP PLC COMMON STOCK GBP 0.01,,984.23,"1,273.59",0.0152,211,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,W04008152,SE0000695876,7332687,ALFA LAVAL AB COMMON STOCK SEK 2.84,,"12,311.77","1,277.91",0.0152,55,,1/1/1900,Industrials,SWEDEN
10/31/2019,J5530Q100,JP3047750009,BLC7414,NIPPON REIT INVESTMENT CORP REIT JPY,3296,"136,918.52","1,266.53",0.0151,0,,1/1/1900,Real Estate,JAPAN
10/31/2019,49410M102,CA49410M1023,BYZ1856,KILLAM APARTMENT REAL ESTATE INVESTMENT TRUST REIT,KMP.UN,"1,670.74","1,271.15",0.0151,86,,1/1/1900,Real Estate,CANADA
10/31/2019,J7030Q119,JP3417200007,BKY6H35,SEIBU HOLDINGS INC COMMON STOCK JPY,9024,"137,080.41","1,268.03",0.0151,72,,1/1/1900,Industrials,JAPAN
10/31/2019,Q2774Q104,NZATME0002S8,6287250,A2 MILK CO LTD COMMON STOCK NZD 0,ATM,"1,968.89","1,262.65",0.015,151,,1/1/1900,Consumer Staples,NEW ZEALAND
10/31/2019,J1341M107,JP3802670004,6131261,FANCL CORP COMMON STOCK JPY,4921,"136,016.17","1,258.19",0.015,44,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,H11076199,CH0000816824,4612757,OC OERLIKON CORP AG COMMON STOCK CHF 1,,"1,240.01","1,256.66",0.015,123,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,H7258G233,CH0024638212,B11WWH2,SCHINDLER HOLDING AG COMMON STOCK CHF 0.1,,"1,241.94","1,258.62",0.015,5,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,J7164A104,JP3105220002,B2NT8S1,SEVEN BANK LTD COMMON STOCK JPY,8410,"135,432.29","1,252.78",0.0149,430,,1/1/1900,Financials,JAPAN
10/31/2019,H7482F118,CH0239229302,BLWF8B6,SFS GROUP AG COMMON STOCK CHF 0.1,SFSN,"1,234.98","1,251.57",0.0149,14,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,J73434102,JP3384600007,6804488,SHINMAYWA INDUSTRIES LTD COMMON STOCK JPY,7224,"134,837.80","1,247.29",0.0149,101,,1/1/1900,Industrials,JAPAN
